Name,Finish,Duration,run,iterations,Fleetsize,Price1,Price2,Spacing,Demand Factor Adjust,Max Deviation Factor,Opt out distance,demand,served,serviceratio,alternate,serviceMSA,devFactP_MSA,walkTP_MSA,waitTP_MSA,devFactO_MSA,walkTO_MSA,waitTO_MSA.append
Iteration_2023-02-24_13:07:29,13:07:29,26.283879,69,5,4,2,0.375,0,1,2,0.7,"[208, 172, 167, 167, 166]","[157, 147, 147, 147, 149]","[0.7548076923076923, 0.8546511627906976, 0.8802395209580839, 0.8802395209580839, 0.8975903614457831]",False,"[1, 0.7548076923076923, 0.8546511627906976, 0.8802395209580839, 0.8802395209580839, 0.8975903614457831]","[1.0, 1.2211565553822847, 1.3025563502158433, 1.3418286554443573, 1.3653920385814655, 1.3653920385814655]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.613446972881473, 7.026758622716642, 7.394565139622601, 7.615249049766176, 7.615249049766176]","[1.0, 1.1713258233501391, 1.2145888132125258, 1.2356915745062398, 1.2483532312824681, 1.2483532312824681]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.184363578383749, 1.0991754544935688, 1.0366343145240147, 0.9991096305422822, 0.9991096305422822]"
Iteration_2023-02-24_13:08:00,13:08:00,31.613259,70,6,4,2,0.375,0,1,2,0.7,"[237, 185, 164, 163, 162, 162]","[154, 144, 147, 147, 147, 147]","[0.6497890295358649, 0.7783783783783784, 0.8963414634146342, 0.901840490797546, 0.9074074074074074, 0.9074074074074074]",False,"[1, 0.6497890295358649, 0.7783783783783784, 0.8963414634146342, 0.901840490797546, 0.9074074074074074, 0.9074074074074074]","[1.0, 1.2275783455138698, 1.3012047249534069, 1.3409703280655372, 1.3648296899328154, 1.3807359311776677, 1.3807359311776677]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 6.72385110996625, 9.036746347583403, 9.229453450860781, 9.337125591664543, 9.407206613296976, 9.407206613296976]","[1.0, 1.1775419289623688, 1.247464069189664, 1.2707026095763148, 1.2846457338083053, 1.2939411499629656, 1.2939411499629656]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 2.2302594396814577, 3.063103555153519, 2.939937909209098, 2.8660385216424453, 2.8167722632646766, 2.8167722632646766]"
Iteration_2023-02-24_13:08:31,13:08:31,30.833841,71,6,4,2,0.375,0,1,2,0.7,"[180, 152, 152, 149, 149, 148]","[139, 132, 132, 130, 130, 131]","[0.7722222222222223, 0.868421052631579, 0.868421052631579, 0.87248322147651, 0.87248322147651, 0.8851351351351351]",False,"[1, 0.7722222222222223, 0.868421052631579, 0.868421052631579, 0.87248322147651, 0.87248322147651, 0.8851351351351351]","[1.0, 1.2020671125747286, 1.2704853676599903, 1.3046944952026212, 1.3199818568040886, 1.3301734312050668, 1.3301734312050668]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.47407646414752, 5.906079565423492, 6.122081116061478, 6.275328504367629, 6.377493429905062, 6.377493429905062]","[1.0, 1.1603882193087989, 1.197672309202242, 1.2163143541489636, 1.2219483401175677, 1.2257043307633038, 1.2257043307633038]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.7879728619970492, 0.9644003241025976, 1.0526140551553718, 1.0835944531894832, 1.1042480518788906, 1.1042480518788906]"
Iteration_2023-02-24_13:09:02,13:09:02,30.879538,72,6,4,2,0.375,0,1,2,0.7,"[206, 166, 156, 153, 153, 153]","[139, 133, 128, 128, 128, 128]","[0.6747572815533981, 0.8012048192771084, 0.8205128205128205, 0.8366013071895425, 0.8366013071895425, 0.8366013071895425]",False,"[1, 0.6747572815533981, 0.8012048192771084, 0.8205128205128205, 0.8366013071895425, 0.8366013071895425, 0.8366013071895425]","[1.0, 1.216910794883128, 1.2841823573302706, 1.3229746023426068, 1.3462499493500082, 1.3617668473549427, 1.3617668473549427]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.636480174742326, 7.265957581310746, 7.996437142862534, 8.403355082960399, 8.67463370969231, 8.67463370969231]","[1.0, 1.1388735039698248, 1.17654610578636, 1.1950482884813356, 1.206149598098321, 1.2135504711763112, 1.2135504711763112]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.4127684561713971, 1.4733029113208802, 1.5290926365507, 1.562566471688592, 1.5848823617805203, 1.5848823617805203]"
Iteration_2023-02-24_13:09:33,13:09:33,31.192243,73,6,4,2,0.375,0,1,2,0.7,"[207, 172, 159, 157, 157, 156]","[149, 150, 141, 140, 140, 139]","[0.7198067632850241, 0.872093023255814, 0.8867924528301887, 0.89171974522293, 0.89171974522293, 0.8910256410256411]",False,"[1, 0.7198067632850241, 0.872093023255814, 0.8867924528301887, 0.89171974522293, 0.89171974522293, 0.8910256410256411]","[1.0, 1.2170665114908492, 1.2837467664205289, 1.3246914775789973, 1.3492583042740782, 1.3656361887374657, 1.3656361887374657]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 7.122857401882695, 8.848452853528237, 9.49987745719463, 9.863534697972053, 10.105972858490334, 10.105972858490334]","[1.0, 1.1693777657488242, 1.2301908591789543, 1.249531409916412, 1.2613926420802353, 1.2693001301894506, 1.2693001301894506]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.1931807758362913, 1.537921054625418, 1.7502542472860592, 1.8830797397580525, 1.9716300680727148, 1.9716300680727148]"
Iteration_2023-02-24_13:10:04,13:10:04,30.656606,74,6,4,2,0.375,0,1,2,0.7,"[203, 163, 154, 151, 151, 150]","[149, 139, 135, 136, 136, 135]","[0.7339901477832512, 0.852760736196319, 0.8766233766233766, 0.9006622516556292, 0.9006622516556292, 0.9]",False,"[1, 0.7339901477832512, 0.852760736196319, 0.8766233766233766, 0.9006622516556292, 0.9006622516556292, 0.9]","[1.0, 1.2243310890365646, 1.3084182991946218, 1.3443022269600535, 1.3601836657864368, 1.3707712916706922, 1.3707712916706922]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 6.2406334516190825, 8.324557938271946, 9.01495187292371, 9.429389315865649, 9.705680944493608, 9.705680944493608]","[1.0, 1.1646878316410572, 1.21687542998926, 1.2305993632930194, 1.2402509302963889, 1.246685308298635, 1.246685308298635]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.7103994958672442, 2.197506446738711, 2.2446455463091697, 2.3032964755087364, 2.342397094975114, 2.342397094975114]"
Iteration_2023-02-24_13:10:35,13:10:35,31.324419,75,6,4,2,0.375,0,1,2,0.7,"[213, 175, 168, 164, 163, 163]","[153, 146, 146, 148, 148, 148]","[0.7183098591549296, 0.8342857142857143, 0.8690476190476191, 0.9024390243902439, 0.9079754601226994, 0.9079754601226994]",False,"[1, 0.7183098591549296, 0.8342857142857143, 0.8690476190476191, 0.9024390243902439, 0.9079754601226994, 0.9079754601226994]","[1.0, 1.226883136720768, 1.301661194310957, 1.3390502231060517, 1.3635417387319435, 1.3798694158158715, 1.3798694158158715]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.311656189663884, 7.050945589362594, 7.903630503486889, 8.342441635540887, 8.618963734995294, 8.618963734995294]","[1.0, 1.165354970513433, 1.2224503329878735, 1.2504165467441968, 1.2669850527027844, 1.2780307233418429, 1.2780307233418429]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 2.021478747307307, 2.2949148013601675, 2.382668862200494, 2.4386328538115585, 2.475942181552268, 2.475942181552268]"
Iteration_2023-02-24_13:11:19,13:11:19,43.920239,76,8,4,2,0.375,0,1,2,0.7,"[211, 172, 167, 163, 162, 161, 160, 160]","[145, 137, 137, 139, 137, 136, 135, 135]","[0.6872037914691943, 0.7965116279069767, 0.8203592814371258, 0.852760736196319, 0.845679012345679, 0.84472049689441, 0.84375, 0.84375]",False,"[1, 0.6872037914691943, 0.7965116279069767, 0.8203592814371258, 0.852760736196319, 0.845679012345679, 0.84472049689441, 0.84375, 0.84375]","[1.0, 1.2467731999109712, 1.3213318799513816, 1.3586112199715867, 1.3774140349149437, 1.3956586765441472, 1.4088788973503308, 1.4187940629549685, 1.4187940629549685]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.728266057966118, 7.364688200760792, 8.193657043045587, 8.46255168287158, 8.613289851650398, 8.700549784297055, 8.765994733782048, 8.765994733782048]","[1.0, 1.142149624806522, 1.171431913384004, 1.1860730576727452, 1.1924493291723501, 1.1952788268964476, 1.1985181966499223, 1.2001344992995029, 1.2001344992995029]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.6148181624110902, 1.8252658438263936, 1.9168760980919064, 1.9603276897537385, 1.9388769636819232, 1.9559741734188856, 1.9608199292429676, 1.9608199292429676]"
Iteration_2023-02-24_13:11:47,13:11:47,27.756363,77,5,4,2,0.375,0,1,2,0.7,"[225, 188, 168, 167, 167]","[153, 147, 149, 148, 148]","[0.68, 0.7819148936170213, 0.8869047619047619, 0.8862275449101796, 0.8862275449101796]",False,"[1, 0.68, 0.7819148936170213, 0.8869047619047619, 0.8862275449101796, 0.8862275449101796]","[1.0, 1.2385318414510573, 1.3193434070584102, 1.3617790476888492, 1.3872404320671126, 1.3872404320671126]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 6.899135662674026, 8.733033771075542, 9.06923133607579, 9.282782650268564, 9.282782650268564]","[1.0, 1.1573064508884916, 1.2068124054794522, 1.2263967179960036, 1.2409433681554765, 1.2409433681554765]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 2.0355094720970404, 2.5836947212877774, 2.7450505359711332, 2.7413669701429164, 2.7413669701429164]"
Iteration_2023-02-24_13:12:37,13:12:37,49.533902,78,9,4,2,0.375,0,1,2,0.7,"[234, 192, 181, 177, 173, 170, 167, 166, 166]","[157, 149, 149, 148, 145, 147, 150, 149, 149]","[0.6709401709401709, 0.7760416666666666, 0.8232044198895028, 0.8361581920903954, 0.838150289017341, 0.8647058823529412, 0.8982035928143712, 0.8975903614457831, 0.8975903614457831]",False,"[1, 0.6709401709401709, 0.7760416666666666, 0.8232044198895028, 0.8361581920903954, 0.838150289017341, 0.8647058823529412, 0.8982035928143712, 0.8975903614457831, 0.8975903614457831]","[1.0, 1.2354188905418484, 1.3041746432060006, 1.3385525195380767, 1.3586254635948207, 1.3711551227764032, 1.3801048793346762, 1.3877484239838003, 1.3903056049578042, 1.3903056049578042]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 7.001612834321524, 9.141981199433134, 10.07480122401412, 10.610100911506981, 10.92588685081295, 11.143818715444839, 11.277306595609321, 11.40301514235441, 11.40301514235441]","[1.0, 1.1610031032815424, 1.205373076103959, 1.2275580625151672, 1.241334003624706, 1.251916430937525, 1.2577685296043788, 1.263181810513916, 1.2651596761369523, 1.2651596761369523]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 2.0754509974238595, 2.3021387735345797, 2.4154826615899396, 2.4616870726465994, 2.505385848818484, 2.5105391272451505, 2.5461909610965323, 2.5575339412859166, 2.5575339412859166]"
Iteration_2023-02-24_13:13:10,13:13:10,33.255505,79,6,4,2,0.375,0,1,2,0.7,"[215, 167, 160, 155, 153, 154]","[143, 139, 138, 136, 136, 136]","[0.6651162790697674, 0.8323353293413174, 0.8625, 0.8774193548387097, 0.8888888888888888, 0.8831168831168831]",False,"[1, 0.6651162790697674, 0.8323353293413174, 0.8625, 0.8774193548387097, 0.8888888888888888, 0.8831168831168831]","[1.0, 1.2199086862500303, 1.2977222023408375, 1.336628960386241, 1.3550229297583598, 1.3708633116544096, 1.3708633116544096]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 6.490183445450288, 8.149945164462595, 8.957436932852524, 9.419363483456237, 9.701527805388393, 9.701527805388393]","[1.0, 1.16192560385041, 1.2095077456982357, 1.2343281140187494, 1.2414116622014784, 1.2460903914278858, 1.2460903914278858]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 2.1170884049736567, 2.051845491778629, 2.0253042872867755, 2.07913878785131, 1.9994384541993895, 1.9994384541993895]"
Iteration_2023-02-24_13:13:55,13:13:55,45.243381,80,8,4,2,0.375,0,1,2,0.7,"[230, 175, 167, 162, 164, 159, 160, 159]","[151, 145, 141, 136, 138, 135, 136, 136]","[0.6565217391304348, 0.8285714285714286, 0.844311377245509, 0.8395061728395061, 0.8414634146341463, 0.8490566037735849, 0.85, 0.8553459119496856]",False,"[1, 0.6565217391304348, 0.8285714285714286, 0.844311377245509, 0.8395061728395061, 0.8414634146341463, 0.8490566037735849, 0.85, 0.8553459119496856]","[1.0, 1.2188946108455605, 1.2789471192327728, 1.3069824363320617, 1.3314698313198714, 1.3477947613117447, 1.3569224339877348, 1.3637681884947273, 1.3637681884947273]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 6.954624138633456, 8.286437331990044, 8.95826326222106, 9.448670597412278, 9.77560882087309, 9.99654556851882, 10.162248129253117, 10.162248129253117]","[1.0, 1.174139495229392, 1.219468051396215, 1.241058184900183, 1.2523944987252422, 1.2592028195243434, 1.2647080958816486, 1.2683831815733693, 1.2683831815733693]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.676333613727178, 1.7855659489815425, 1.8461526579719383, 1.7769353730575717, 1.7913656926425332, 1.7497514841793291, 1.7164339932344541, 1.7164339932344541]"
Iteration_2023-02-24_13:14:32,13:14:32,36.866757,81,7,4,2,0.375,0,1,2,0.7,"[214, 173, 161, 160, 157, 157, 157]","[148, 140, 138, 138, 137, 137, 137]","[0.6915887850467289, 0.8092485549132948, 0.8571428571428571, 0.8625, 0.8726114649681529, 0.8726114649681529, 0.8726114649681529]",False,"[1, 0.6915887850467289, 0.8092485549132948, 0.8571428571428571, 0.8625, 0.8726114649681529, 0.8726114649681529, 0.8726114649681529]","[1.0, 1.2134002435964137, 1.2820297033140886, 1.3098282261733685, 1.3265073398889364, 1.338603517522353, 1.3472436444033649, 1.3472436444033649]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 7.597690255824912, 10.216687740100452, 10.817838389937187, 11.153684779813679, 11.376857894380473, 11.536267261928185, 11.536267261928185]","[1.0, 1.156689052416904, 1.2028133857528291, 1.222254150377523, 1.2339186091523395, 1.2416949150022172, 1.247249419180701, 1.247249419180701]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.3525814749671585, 1.6688005515829136, 1.6667031049533354, 1.6654446369755884, 1.6267316283334683, 1.5990794793033825, 1.5990794793033825]"
Iteration_2023-02-24_13:15:04,13:15:04,31.4927,82,6,4,2,0.375,0,1,2,0.7,"[210, 171, 163, 158, 158, 158]","[150, 142, 143, 142, 142, 142]","[0.7142857142857143, 0.8304093567251462, 0.8773006134969326, 0.8987341772151899, 0.8987341772151899, 0.8987341772151899]",False,"[1, 0.7142857142857143, 0.8304093567251462, 0.8773006134969326, 0.8987341772151899, 0.8987341772151899, 0.8987341772151899]","[1.0, 1.2183858541384534, 1.2957011174875996, 1.3318988365014348, 1.3510079353163473, 1.3637473345262887, 1.3637473345262887]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.848020132915057, 7.195419377688185, 7.705137088598712, 7.850315454403075, 7.9471010316059845, 7.9471010316059845]","[1.0, 1.148826496070052, 1.1899100215939122, 1.2104517843558424, 1.2234170233603927, 1.2320605160300928, 1.2320605160300928]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.7826707813133221, 0.9049528489426103, 0.9632615154572786, 1.0008335051729005, 1.0258814983166487, 1.0258814983166487]"
Iteration_2023-02-24_13:15:46,13:15:46,42.193998,83,8,4,2,0.375,0,1,2,0.7,"[213, 186, 173, 170, 168, 165, 165, 165]","[156, 150, 145, 146, 144, 144, 144, 144]","[0.7323943661971831, 0.8064516129032258, 0.838150289017341, 0.8588235294117647, 0.8571428571428571, 0.8727272727272727, 0.8727272727272727, 0.8727272727272727]",False,"[1, 0.7323943661971831, 0.8064516129032258, 0.838150289017341, 0.8588235294117647, 0.8571428571428571, 0.8727272727272727, 0.8727272727272727, 0.8727272727272727]","[1.0, 1.2093917363292173, 1.2813926926040666, 1.3112478705964192, 1.3304831983763026, 1.3388987841494318, 1.3449099168445238, 1.349418266365843, 1.349418266365843]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.190678824381101, 6.59642751782278, 7.124298760194571, 7.550604613295009, 7.866437153602825, 8.079587818476359, 8.239450817131509, 8.239450817131509]","[1.0, 1.158759044502248, 1.2002555013795229, 1.2228382399484359, 1.2329063400194034, 1.2419565405795219, 1.248420969551035, 1.2532692912796701, 1.2532692912796701]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0947661746285076, 1.3275941165029275, 1.3156774557496411, 1.2787442079658322, 1.2705139554551053, 1.2453631089102444, 1.226499974001599, 1.226499974001599]"
Iteration_2023-02-24_13:16:39,13:16:39,53.6931,84,10,4,2,0.375,0,1,2,0.7,"[211, 165, 159, 155, 153, 152, 150, 148, 148, 147]","[146, 136, 136, 135, 133, 133, 132, 131, 131, 131]","[0.6919431279620853, 0.8242424242424242, 0.8553459119496856, 0.8709677419354839, 0.869281045751634, 0.875, 0.88, 0.8851351351351351, 0.8851351351351351, 0.891156462585034]",False,"[1, 0.6919431279620853, 0.8242424242424242, 0.8553459119496856, 0.8709677419354839, 0.869281045751634, 0.875, 0.88, 0.8851351351351351, 0.8851351351351351, 0.891156462585034]","[1.0, 1.2275786602936125, 1.3028795024359916, 1.3402417326150786, 1.3623840160095484, 1.3742778387871954, 1.382773426485515, 1.3891451172592544, 1.3941008767499408, 1.3980654843424898, 1.3980654843424898]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.8324393093376, 7.426223857485979, 8.131111357298122, 8.507700658128565, 8.768172825177095, 8.941732675658484, 9.071422033950496, 9.170358348537174, 9.249507400206518, 9.249507400206518]","[1.0, 1.174208469759321, 1.222331668731248, 1.249811304070188, 1.2662990852735518, 1.279220803389034, 1.2884506020429498, 1.2946926330436668, 1.2995773923425722, 1.3034851997816965, 1.3034851997816965]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 2.622143515761188, 3.0544469569803367, 3.3095689320414494, 3.4554170963734947, 3.552197223799395, 3.621325886246467, 3.6805916806202434, 3.685753306483626, 3.689882607174332, 3.689882607174332]"
Iteration_2023-02-24_13:17:38,13:17:38,59.131766,85,11,4,2,0.375,0,1,2,0.7,"[204, 173, 164, 163, 159, 156, 156, 154, 152, 151, 151]","[138, 137, 133, 132, 132, 135, 135, 134, 134, 134, 134]","[0.6764705882352942, 0.791907514450867, 0.8109756097560976, 0.8098159509202454, 0.8301886792452831, 0.8653846153846154, 0.8653846153846154, 0.8701298701298701, 0.881578947368421, 0.8874172185430463, 0.8874172185430463]",False,"[1, 0.6764705882352942, 0.791907514450867, 0.8109756097560976, 0.8098159509202454, 0.8301886792452831, 0.8653846153846154, 0.8653846153846154, 0.8701298701298701, 0.881578947368421, 0.8874172185430463, 0.8874172185430463]","[1.0, 1.2258572131521137, 1.278144257767661, 1.304394736659472, 1.3201450239945582, 1.3306452155512825, 1.3437716791682817, 1.3536165268810312, 1.3609765668896072, 1.366864598896468, 1.371682079629354, 1.371682079629354]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.843505349223471, 7.832862793499468, 8.82001515459006, 9.412306571244414, 9.797273791698037, 9.957114693109043, 10.076995369167296, 10.163721023285667, 10.209020062197474, 10.24148347728857, 10.24148347728857]","[1.0, 1.1615191212641287, 1.2107832356496493, 1.2287519828238784, 1.2379559096379773, 1.2440918608473766, 1.250393125091628, 1.2551190732748165, 1.25879481075063, 1.2617354007312804, 1.2641413379881765, 1.2641413379881765]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0240784174582722, 1.1455609770005077, 1.1811545822215623, 1.1801591718567521, 1.1794955649468788, 1.1804532009283961, 1.1811714279145342, 1.1801867231802352, 1.179398959392796, 1.1787544253848914, 1.1787544253848914]"
Iteration_2023-02-24_13:18:14,13:18:14,35.97784,86,7,4,2,0.375,0,1,2,0.7,"[215, 181, 176, 172, 169, 169, 168]","[156, 145, 147, 147, 142, 142, 142]","[0.7255813953488373, 0.8011049723756906, 0.8352272727272727, 0.8546511627906976, 0.8402366863905325, 0.8402366863905325, 0.8452380952380952]",False,"[1, 0.7255813953488373, 0.8011049723756906, 0.8352272727272727, 0.8546511627906976, 0.8402366863905325, 0.8402366863905325, 0.8452380952380952]","[1.0, 1.229916681148731, 1.292147315975894, 1.319221425117665, 1.3354658906027277, 1.3560265666620346, 1.3707127638472536, 1.3707127638472536]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 6.065128123016931, 7.8967103565331795, 8.730449106177355, 9.192870756237284, 9.517482751714708, 9.74934846277001, 9.74934846277001]","[1.0, 1.1754202910336597, 1.2249564394774641, 1.243978807121724, 1.2548051192410008, 1.2622165386143314, 1.2675104095952818, 1.2675104095952818]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.7508623439409454, 1.9329115394446745, 1.9307826163152555, 1.8997629382751229, 1.8399804465533647, 1.7972786667521088, 1.7972786667521088]"
Iteration_2023-02-24_13:18:51,13:18:51,36.873461,87,7,4,2,0.375,0,1,2,0.7,"[235, 182, 172, 168, 167, 166, 166]","[153, 148, 146, 146, 146, 149, 149]","[0.6510638297872341, 0.8131868131868132, 0.8488372093023255, 0.8690476190476191, 0.874251497005988, 0.8975903614457831, 0.8975903614457831]",False,"[1, 0.6510638297872341, 0.8131868131868132, 0.8488372093023255, 0.8690476190476191, 0.874251497005988, 0.8975903614457831, 0.8975903614457831]","[1.0, 1.2252672507945102, 1.2976427412332285, 1.335044521610197, 1.357485589836378, 1.372446301987165, 1.3836069738535564, 1.3836069738535564]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 8.792549359226687, 11.088345486640234, 12.04504633289782, 12.573472942435739, 12.92312014467403, 12.90080710259392, 12.90080710259392]","[1.0, 1.1743687158458895, 1.217646052696612, 1.2421403846408698, 1.2568369838074245, 1.2666347165851277, 1.2738377590144097, 1.2738377590144097]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0769171883191262, 0.9662604336987201, 0.8885878135926312, 0.8419842415289779, 0.8109151934865423, 0.8369040685345279, 0.8369040685345279]"
Iteration_2023-02-24_13:19:18,13:19:18,27.140601,88,5,4,2,0.375,0,1,2,0.7,"[235, 181, 166, 165, 165]","[156, 149, 145, 147, 147]","[0.6638297872340425, 0.8232044198895028, 0.8734939759036144, 0.8909090909090909, 0.8909090909090909]",False,"[1, 0.6638297872340425, 0.8232044198895028, 0.8734939759036144, 0.8909090909090909, 0.8909090909090909]","[1.0, 1.2146315124454223, 1.3069858945215707, 1.3396547679413422, 1.359738410367021, 1.359738410367021]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.9330625753133015, 7.392225142890471, 7.584870407039153, 7.360573248439134, 7.360573248439134]","[1.0, 1.1572296458610418, 1.2072875121234607, 1.2296845101219405, 1.2411615731043404, 1.2411615731043404]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.2879324799790008, 1.5393362221823501, 1.58427564672639, 1.4865501203325864, 1.4865501203325864]"
Iteration_2023-02-24_13:19:55,13:19:55,36.633905,89,7,4,2,0.375,0,1,2,0.7,"[224, 177, 166, 163, 157, 156, 156]","[147, 148, 147, 144, 141, 141, 141]","[0.65625, 0.8361581920903954, 0.8855421686746988, 0.8834355828220859, 0.8980891719745223, 0.9038461538461539, 0.9038461538461539]",False,"[1, 0.65625, 0.8361581920903954, 0.8855421686746988, 0.8834355828220859, 0.8980891719745223, 0.9038461538461539, 0.9038461538461539]","[1.0, 1.248242844524528, 1.3329981103099586, 1.3738127229938375, 1.3950796089123927, 1.4092575328580963, 1.4195375217898676, 1.4195375217898676]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 6.475656684285068, 7.44818003236189, 7.792817710141167, 8.01688572684969, 8.137837821799609, 8.159535322667015, 8.159535322667015]","[1.0, 1.1598356653450408, 1.2121368753581445, 1.2372683809251066, 1.2509327853945968, 1.2580754162471075, 1.262436316236013, 1.262436316236013]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 2.077669086541649, 2.2801692818012014, 2.4925240034507588, 2.5649888982410887, 2.549956781066919, 2.540078770757325, 2.540078770757325]"
Iteration_2023-02-24_13:20:33,13:20:33,37.777918,90,7,4,2,0.375,0,1,2,0.7,"[216, 179, 171, 168, 165, 164, 164]","[148, 142, 142, 141, 140, 139, 139]","[0.6851851851851852, 0.7932960893854749, 0.8304093567251462, 0.8392857142857143, 0.8484848484848485, 0.8475609756097561, 0.8475609756097561]",False,"[1, 0.6851851851851852, 0.7932960893854749, 0.8304093567251462, 0.8392857142857143, 0.8484848484848485, 0.8475609756097561, 0.8475609756097561]","[1.0, 1.2067784288314836, 1.283616306964894, 1.3282624312443856, 1.3510294791436404, 1.3700916016583309, 1.3811396496302664, 1.3811396496302664]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 8.455110048618744, 10.999570411988097, 11.731122442781732, 12.336815359136661, 12.667307955134026, 12.838055970731661, 12.838055970731661]","[1.0, 1.1505084917959487, 1.2054518901171376, 1.2400848465818557, 1.2554452522633626, 1.2680504571312503, 1.2770541748940274, 1.2770541748940274]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 2.7923456690622146, 3.4260537856840347, 3.735575397240087, 3.9281651851293944, 4.0097132559939, 4.033486237875661, 4.033486237875661]"
